tweets,label,case_folding,cleansing,tokenizing,stopword,stemming
"Panglima TNI Marsekal TNI Dr. (H.C) Hadi Tjahjanto, S.I.P., bersama Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/c9XuE6N0er., meninjau langsung pelaksanaan vaksinasi terhadap 1.300 karyawan tekstil di Kudus, Jawa Tengah, Kamis (17/6/2021). https://t.co/s0ew6StzBd",1.0,"panglima tni marsekal tni dr. (h.c) hadi tjahjanto, s.i.p., bersama kapolri jenderal polisi drs. listyo sigit prabowo, https://t.co/c9xue6n0er., meninjau langsung pelaksanaan vaksinasi terhadap 1.300 karyawan tekstil di kudus, jawa tengah, kamis (17/6/2021). https://t.co/s0ew6stzbd",panglima tni marsekal tni dr   hadi tjahjanto    bersama kapolri jenderal polisi drs listyo sigit prabowo meninjau langsung pelaksanaan vaksinasi terhadap karyawan tekstil di kudus jawa tengah kamis,"['panglima', 'tni', 'marsekal', 'tni', 'dr', 'hadi', 'tjahjanto', 'bersama', 'kapolri', 'jenderal', 'polisi', 'drs', 'listyo', 'sigit', 'prabowo', 'meninjau', 'langsung', 'pelaksanaan', 'vaksinasi', 'terhadap', 'karyawan', 'tekstil', 'di', 'kudus', 'jawa', 'tengah', 'kamis']","['jenderal', 'sigit', 'meninjau', 'pelaksanaan', 'vaksinasi', 'karyawan', 'tekstil', 'jawa']","['jenderal', 'sigit', 'tinjau', 'laksana', 'vaksinasi', 'karyawan', 'tekstil', 'jawa']"
"#Indonesia #Korona-Kabupaten Kudus di Jawa Tengah - melaporkan bahwa lebih dari 350 dokter dan pekerja medis telah tertangkap #COVID19, meskipun vaksinasi Sinovac. #Java-Report of 350+ doctors, med staff get #Coronavirus despite #PRC #Sinovac #COVIDVaccine https://t.co/UEF3aSYz9a",0.0,"#indonesia #korona-kabupaten kudus di jawa tengah - melaporkan bahwa lebih dari 350 dokter dan pekerja medis telah tertangkap #covid19, meskipun vaksinasi sinovac. #java-report of 350+ doctors, med staff get #coronavirus despite #prc #sinovac #covidvaccine https://t.co/uef3asyz9a",kudus di jawa tengah melaporkan bahwa lebih dari dokter dan pekerja medis telah tertangkap meskipun vaksinasi sinovac of doctors med staff get despite,"['kudus', 'di', 'jawa', 'tengah', 'melaporkan', 'bahwa', 'lebih', 'dari', 'dokter', 'dan', 'pekerja', 'medis', 'telah', 'tertangkap', 'meskipun', 'vaksinasi', 'sinovac', 'of', 'doctors', 'med', 'staff', 'get', 'despite']","['jawa', 'melaporkan', 'dokter', 'pekerja', 'medis', 'tertangkap', 'vaksinasi', 'sinovac', 'doctors', 'med', 'staff', 'get', 'despite']","['jawa', 'lapor', 'dokter', 'kerja', 'medis', 'tangkap', 'vaksinasi', 'sinovac', 'doctors', 'med', 'staff', 'get', 'despite']"
"Biddokkes Polda Lampung, Polres Tubaba dan Dinkes Gelar Vaksinasi Massal https://t.co/UfhTdaOp8a",1.0,"biddokkes polda lampung, polres tubaba dan dinkes gelar vaksinasi massal https://t.co/ufhtdaop8a",biddokkes polda lampung polres tubaba dan dinkes gelar vaksinasi massal,"['biddokkes', 'polda', 'lampung', 'polres', 'tubaba', 'dan', 'dinkes', 'gelar', 'vaksinasi', 'massal']","['biddokkes', 'lampung', 'tubaba', 'dinkes', 'gelar', 'vaksinasi', 'massal']","['biddokkes', 'lampung', 'tubaba', 'dinkes', 'gelar', 'vaksinasi', 'massal']"
Panglima TNI: Tekan COVID-19 di Kudus dengan percepatan vaksinasi. https://t.co/Q2EUXtFt8u https://t.co/ZfSaWHxp7y,1.0,panglima tni: tekan covid-19 di kudus dengan percepatan vaksinasi. https://t.co/q2euxtft8u https://t.co/zfsawhxp7y,panglima tni tekan covid di kudus dengan percepatan vaksinasi,"['panglima', 'tni', 'tekan', 'covid', 'di', 'kudus', 'dengan', 'percepatan', 'vaksinasi']","['tekan', 'covid', 'percepatan', 'vaksinasi']","['tekan', 'covid', 'cepat', 'vaksinasi']"
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat https://t.co/rrxT1a65X4",1.0,"tinjau vaksinasi 1.300 karyawan tekstil, kapolri minta tracing dan testing diperkuat https://t.co/rrxt1a65x4",tinjau vaksinasi karyawan tekstil kapolri minta tracing dan testing diperkuat,"['tinjau', 'vaksinasi', 'karyawan', 'tekstil', 'kapolri', 'minta', 'tracing', 'dan', 'testing', 'diperkuat']","['tinjau', 'vaksinasi', 'karyawan', 'tekstil', 'tracing', 'testing', 'diperkuat']","['tinjau', 'vaksinasi', 'karyawan', 'tekstil', 'tracing', 'testing', 'kuat']"
@infobdg min tau info pendaftaran vaksinasi covid di bandung itu kemana ya? Makasi,1.0,@infobdg min tau info pendaftaran vaksinasi covid di bandung itu kemana ya? makasi,min tau info pendaftaran vaksinasi covid di bandung itu kemana ya makasi,"['min', 'tau', 'info', 'pendaftaran', 'vaksinasi', 'covid', 'di', 'bandung', 'itu', 'kemana', 'ya', 'makasi']","['tau', 'info', 'pendaftaran', 'vaksinasi', 'covid', 'makasi']","['tau', 'info', 'daftar', 'vaksinasi', 'covid', 'makas']"
Panglima TNI : Strategi TNI-Polri Percepat Vaksinasi Nasional https://t.co/HCATRBuhGy,1.0,panglima tni : strategi tni-polri percepat vaksinasi nasional https://t.co/hcatrbuhgy,panglima tni strategi tni polri percepat vaksinasi nasional,"['panglima', 'tni', 'strategi', 'tni', 'polri', 'percepat', 'vaksinasi', 'nasional']","['strategi', 'percepat', 'vaksinasi', 'nasional']","['strategi', 'cepat', 'vaksinasi', 'nasional']"
Panglima TNI : Strategi TNI-Polri Percepat Vaksinasi Nasional https://t.co/HZkfnhASO6,1.0,panglima tni : strategi tni-polri percepat vaksinasi nasional https://t.co/hzkfnhaso6,panglima tni strategi tni polri percepat vaksinasi nasional,"['panglima', 'tni', 'strategi', 'tni', 'polri', 'percepat', 'vaksinasi', 'nasional']","['strategi', 'percepat', 'vaksinasi', 'nasional']","['strategi', 'cepat', 'vaksinasi', 'nasional']"
Dah sih vaksinasi jangan kebanyakan syarat.  Apa salahnya sih KTP dari mana aja vaksin? Kan WNI juga -_-  Ya masa kalo kerja di Jakarta domisili KTP di Manado kudu pulang dulu.,0.0,dah sih vaksinasi jangan kebanyakan syarat.  apa salahnya sih ktp dari mana aja vaksin? kan wni juga -_-  ya masa kalo kerja di jakarta domisili ktp di manado kudu pulang dulu.,dah sih vaksinasi jangan kebanyakan syarat apa salahnya sih ktp dari mana aja vaksin kan wni juga _ ya masa kalo kerja di jakarta domisili ktp di manado kudu pulang dulu,"['dah', 'sih', 'vaksinasi', 'jangan', 'kebanyakan', 'syarat', 'apa', 'salahnya', 'sih', 'ktp', 'dari', 'mana', 'aja', 'vaksin', 'kan', 'wni', 'juga', '_', 'ya', 'masa', 'kalo', 'kerja', 'di', 'jakarta', 'domisili', 'ktp', 'di', 'manado', 'kudu', 'pulang', 'dulu']","['vaksinasi', 'kebanyakan', 'syarat', 'salahnya', 'ktp', 'vaksin', 'wni', '_', 'jakarta', 'domisili', 'ktp', 'manado', 'pulang']","['vaksinasi', 'banyak', 'syarat', 'salah', 'ktp', 'vaksin', 'wni', '', 'jakarta', 'domisili', 'ktp', 'manado', 'pulang']"
"@Namaku_Mei agak dilurusin dikit, ini acara besutan 'AG peduli', ybs di tunjuk sbg brand ambasador aj, cz sebelum info ini keluar lokasi yh tersebut emang udah digunakan sebelumnya untuk vaksinasi massal vaksin covid-19 geratis,... 😊🙏",1.0,"@namaku_mei agak dilurusin dikit, ini acara besutan 'ag peduli', ybs di tunjuk sbg brand ambasador aj, cz sebelum info ini keluar lokasi yh tersebut emang udah digunakan sebelumnya untuk vaksinasi massal vaksin covid-19 geratis,... 😊🙏",agak dilurusin dikit ini acara besutan ag peduli ybs di tunjuk sbg brand ambasador aj cz sebelum info ini keluar lokasi yh tersebut emang udah digunakan sebelumnya untuk vaksinasi massal vaksin covid geratis,"['agak', 'dilurusin', 'dikit', 'ini', 'acara', 'besutan', 'ag', 'peduli', 'ybs', 'di', 'tunjuk', 'sbg', 'brand', 'ambasador', 'aj', 'cz', 'sebelum', 'info', 'ini', 'keluar', 'lokasi', 'yh', 'tersebut', 'emang', 'udah', 'digunakan', 'sebelumnya', 'untuk', 'vaksinasi', 'massal', 'vaksin', 'covid', 'geratis']","['dilurusin', 'dikit', 'acara', 'besutan', 'ag', 'peduli', 'ybs', 'brand', 'ambasador', 'cz', 'info', 'lokasi', 'yh', 'emang', 'vaksinasi', 'massal', 'vaksin', 'covid', 'geratis']","['dilurusin', 'dikit', 'acara', 'besut', 'ag', 'peduli', 'ybs', 'brand', 'ambasador', 'cz', 'info', 'lokasi', 'yh', 'emang', 'vaksinasi', 'massal', 'vaksin', 'covid', 'gerat']"
"Tinjau Vaksinasi di Bogor, Presiden Jokowi Harapkan Ini https://t.co/bNezdvukMc",1.0,"tinjau vaksinasi di bogor, presiden jokowi harapkan ini https://t.co/bnezdvukmc",tinjau vaksinasi di bogor presiden jokowi harapkan ini,"['tinjau', 'vaksinasi', 'di', 'bogor', 'presiden', 'jokowi', 'harapkan', 'ini']","['tinjau', 'vaksinasi', 'bogor', 'harapkan']","['tinjau', 'vaksinasi', 'bogor', 'harap']"
"Sehat-sehat badanku.. Belum waktunya tumbang.  Jadwal vaksinasi padat merayap, kerjaan lain di Puskesmas juga numpuk.",1.0,"sehat-sehat badanku.. belum waktunya tumbang.  jadwal vaksinasi padat merayap, kerjaan lain di puskesmas juga numpuk.",sehat sehat badanku belum waktunya tumbang jadwal vaksinasi padat merayap kerjaan lain di puskesmas juga numpuk,"['sehat', 'sehat', 'badanku', 'belum', 'waktunya', 'tumbang', 'jadwal', 'vaksinasi', 'padat', 'merayap', 'kerjaan', 'lain', 'di', 'puskesmas', 'juga', 'numpuk']","['sehat', 'sehat', 'badanku', 'tumbang', 'jadwal', 'vaksinasi', 'padat', 'merayap', 'kerjaan', 'numpuk']","['sehat', 'sehat', 'badan', 'tumbang', 'jadwal', 'vaksinasi', 'padat', 'rayap', 'kerja', 'numpuk']"
"Kempen Pendaftaran Vaksinasi Covid 19 anjuran Pusat Khidmat Masyarakat Parlimen Sungai Petani diteruskan dengan menjelajah masuk ke Kampung Bukit Sera, Batu 2, Sungai Petani. https://t.co/0CajUhkLlA",1.0,"kempen pendaftaran vaksinasi covid 19 anjuran pusat khidmat masyarakat parlimen sungai petani diteruskan dengan menjelajah masuk ke kampung bukit sera, batu 2, sungai petani. https://t.co/0cajuhklla",kempen pendaftaran vaksinasi covid anjuran pusat khidmat masyarakat parlimen sungai petani diteruskan dengan menjelajah masuk ke kampung bukit sera batu sungai petani,"['kempen', 'pendaftaran', 'vaksinasi', 'covid', 'anjuran', 'pusat', 'khidmat', 'masyarakat', 'parlimen', 'sungai', 'petani', 'diteruskan', 'dengan', 'menjelajah', 'masuk', 'ke', 'kampung', 'bukit', 'sera', 'batu', 'sungai', 'petani']","['kempen', 'pendaftaran', 'vaksinasi', 'covid', 'anjuran', 'pusat', 'khidmat', 'masyarakat', 'parlimen', 'sungai', 'petani', 'diteruskan', 'menjelajah', 'kampung', 'bukit', 'sera', 'batu', 'sungai', 'petani']","['kempen', 'daftar', 'vaksinasi', 'covid', 'anjur', 'pusat', 'khidmat', 'masyarakat', 'parlimen', 'sungai', 'tani', 'terus', 'jelajah', 'kampung', 'bukit', 'sera', 'batu', 'sungai', 'tani']"
"Permohonan dikeluarkan lantaran masih tersedianya alokasi vaksin dalam jumlah besar untuk DKI Jakarta yang akan berakhir masa simpannya pada Juni 2021. Selain itu, terdapat antusiasme yang tinggi dari masyarakat untuk mendapatkan vaksinasi Covid-19.",1.0,"permohonan dikeluarkan lantaran masih tersedianya alokasi vaksin dalam jumlah besar untuk dki jakarta yang akan berakhir masa simpannya pada juni 2021. selain itu, terdapat antusiasme yang tinggi dari masyarakat untuk mendapatkan vaksinasi covid-19.",permohonan dikeluarkan lantaran masih tersedianya alokasi vaksin dalam jumlah besar untuk dki jakarta yang akan berakhir masa simpannya pada juni selain itu terdapat antusiasme yang tinggi dari masyarakat untuk mendapatkan vaksinasi covid,"['permohonan', 'dikeluarkan', 'lantaran', 'masih', 'tersedianya', 'alokasi', 'vaksin', 'dalam', 'jumlah', 'besar', 'untuk', 'dki', 'jakarta', 'yang', 'akan', 'berakhir', 'masa', 'simpannya', 'pada', 'juni', 'selain', 'itu', 'terdapat', 'antusiasme', 'yang', 'tinggi', 'dari', 'masyarakat', 'untuk', 'mendapatkan', 'vaksinasi', 'covid']","['permohonan', 'dikeluarkan', 'lantaran', 'tersedianya', 'alokasi', 'vaksin', 'dki', 'jakarta', 'simpannya', 'antusiasme', 'masyarakat', 'vaksinasi', 'covid']","['mohon', 'keluar', 'lantar', 'sedia', 'alokasi', 'vaksin', 'dki', 'jakarta', 'simpan', 'antusiasme', 'masyarakat', 'vaksinasi', 'covid']"
"Sebagai informasi, pelaksanaan vaksinasi tahap ke-3 diberikan menyusul adanya surat permohonan dari Pemerintah DKI Jakarta untuk melakukan vaksinasi tahap 3 bagi sasaran masyarakat rentan terkait aspek geospasial, serta sosial dan ekonomi.",1.0,"sebagai informasi, pelaksanaan vaksinasi tahap ke-3 diberikan menyusul adanya surat permohonan dari pemerintah dki jakarta untuk melakukan vaksinasi tahap 3 bagi sasaran masyarakat rentan terkait aspek geospasial, serta sosial dan ekonomi.",sebagai informasi pelaksanaan vaksinasi tahap ke diberikan menyusul adanya surat permohonan dari pemerintah dki jakarta untuk melakukan vaksinasi tahap bagi sasaran masyarakat rentan terkait aspek geospasial serta sosial dan ekonomi,"['sebagai', 'informasi', 'pelaksanaan', 'vaksinasi', 'tahap', 'ke', 'diberikan', 'menyusul', 'adanya', 'surat', 'permohonan', 'dari', 'pemerintah', 'dki', 'jakarta', 'untuk', 'melakukan', 'vaksinasi', 'tahap', 'bagi', 'sasaran', 'masyarakat', 'rentan', 'terkait', 'aspek', 'geospasial', 'serta', 'sosial', 'dan', 'ekonomi']","['informasi', 'pelaksanaan', 'vaksinasi', 'tahap', 'menyusul', 'surat', 'permohonan', 'dki', 'jakarta', 'vaksinasi', 'tahap', 'sasaran', 'masyarakat', 'rentan', 'terkait', 'aspek', 'geospasial', 'sosial', 'ekonomi']","['informasi', 'laksana', 'vaksinasi', 'tahap', 'susul', 'surat', 'mohon', 'dki', 'jakarta', 'vaksinasi', 'tahap', 'sasar', 'masyarakat', 'rentan', 'kait', 'aspek', 'geospasial', 'sosial', 'ekonomi']"
"Sementara bagi peserta yang ingin mendaftarkan lebih dari satu orang, dapat mendaftarkan nama masing-masing peserta yang akan dilakukan vaksinasi.",1.0,"sementara bagi peserta yang ingin mendaftarkan lebih dari satu orang, dapat mendaftarkan nama masing-masing peserta yang akan dilakukan vaksinasi.",sementara bagi peserta yang ingin mendaftarkan lebih dari satu orang dapat mendaftarkan nama masing masing peserta yang akan dilakukan vaksinasi,"['sementara', 'bagi', 'peserta', 'yang', 'ingin', 'mendaftarkan', 'lebih', 'dari', 'satu', 'orang', 'dapat', 'mendaftarkan', 'nama', 'masing', 'masing', 'peserta', 'yang', 'akan', 'dilakukan', 'vaksinasi']","['peserta', 'mendaftarkan', 'mendaftarkan', 'nama', 'peserta', 'vaksinasi']","['serta', 'daftar', 'daftar', 'nama', 'serta', 'vaksinasi']"
"-Peserta mempunyai KTP DKI Jakarta atau surat keterangan domisili DKI Jakarta -Peserta membawa KTP atau surat keterangan domisili saat pelaksanaan vaksinasi Covid-19 -Bagi peserta yang memiliki penyakit kronik, dapat membawa surat kelayakan untuk divaksinasi oleh dokte",1.0,"-peserta mempunyai ktp dki jakarta atau surat keterangan domisili dki jakarta -peserta membawa ktp atau surat keterangan domisili saat pelaksanaan vaksinasi covid-19 -bagi peserta yang memiliki penyakit kronik, dapat membawa surat kelayakan untuk divaksinasi oleh dokte",peserta mempunyai ktp dki jakarta atau surat keterangan domisili dki jakarta peserta membawa ktp atau surat keterangan domisili saat pelaksanaan vaksinasi covid bagi peserta yang memiliki penyakit kronik dapat membawa surat kelayakan untuk divaksinasi oleh dokte,"['peserta', 'mempunyai', 'ktp', 'dki', 'jakarta', 'atau', 'surat', 'keterangan', 'domisili', 'dki', 'jakarta', 'peserta', 'membawa', 'ktp', 'atau', 'surat', 'keterangan', 'domisili', 'saat', 'pelaksanaan', 'vaksinasi', 'covid', 'bagi', 'peserta', 'yang', 'memiliki', 'penyakit', 'kronik', 'dapat', 'membawa', 'surat', 'kelayakan', 'untuk', 'divaksinasi', 'oleh', 'dokte']","['peserta', 'ktp', 'dki', 'jakarta', 'surat', 'keterangan', 'domisili', 'dki', 'jakarta', 'peserta', 'membawa', 'ktp', 'surat', 'keterangan', 'domisili', 'pelaksanaan', 'vaksinasi', 'covid', 'peserta', 'memiliki', 'penyakit', 'kronik', 'membawa', 'surat', 'kelayakan', 'divaksinasi', 'dokte']","['serta', 'ktp', 'dki', 'jakarta', 'surat', 'terang', 'domisili', 'dki', 'jakarta', 'serta', 'bawa', 'ktp', 'surat', 'terang', 'domisili', 'laksana', 'vaksinasi', 'covid', 'serta', 'milik', 'sakit', 'kronik', 'bawa', 'surat', 'layak', 'vaksinasi', 'dokte']"
Ditegaskan bahwa pihak rumah sakit hanya melayani KTP DKI dan surat keterangan domisili DKI Jakarta. Adapun syarat-syarat vaksinasi Covid-19 antara lain:,1.0,ditegaskan bahwa pihak rumah sakit hanya melayani ktp dki dan surat keterangan domisili dki jakarta. adapun syarat-syarat vaksinasi covid-19 antara lain:,ditegaskan bahwa pihak rumah sakit hanya melayani ktp dki dan surat keterangan domisili dki jakarta adapun syarat syarat vaksinasi covid antara lain,"['ditegaskan', 'bahwa', 'pihak', 'rumah', 'sakit', 'hanya', 'melayani', 'ktp', 'dki', 'dan', 'surat', 'keterangan', 'domisili', 'dki', 'jakarta', 'adapun', 'syarat', 'syarat', 'vaksinasi', 'covid', 'antara', 'lain']","['rumah', 'sakit', 'melayani', 'ktp', 'dki', 'surat', 'keterangan', 'domisili', 'dki', 'jakarta', 'syarat', 'syarat', 'vaksinasi', 'covid']","['rumah', 'sakit', 'layan', 'ktp', 'dki', 'surat', 'terang', 'domisili', 'dki', 'jakarta', 'syarat', 'syarat', 'vaksinasi', 'covid']"
"RSCM Jakarta menjadi salah satu rumah sakit yang memberikan pelayanan vaksin Covid-19 masyarakat umum DKI Jakarta berusia lebih dari 18 tahun. Pelayanan vaksinasi di RSCM berlangsung pukul 08.00-12.00, di Poliklinik Madya RSCM.",1.0,"rscm jakarta menjadi salah satu rumah sakit yang memberikan pelayanan vaksin covid-19 masyarakat umum dki jakarta berusia lebih dari 18 tahun. pelayanan vaksinasi di rscm berlangsung pukul 08.00-12.00, di poliklinik madya rscm.",rscm jakarta menjadi salah satu rumah sakit yang memberikan pelayanan vaksin covid masyarakat umum dki jakarta berusia lebih dari tahun pelayanan vaksinasi di rscm berlangsung pukul di poliklinik madya rscm,"['rscm', 'jakarta', 'menjadi', 'salah', 'satu', 'rumah', 'sakit', 'yang', 'memberikan', 'pelayanan', 'vaksin', 'covid', 'masyarakat', 'umum', 'dki', 'jakarta', 'berusia', 'lebih', 'dari', 'tahun', 'pelayanan', 'vaksinasi', 'di', 'rscm', 'berlangsung', 'pukul', 'di', 'poliklinik', 'madya', 'rscm']","['rscm', 'jakarta', 'salah', 'rumah', 'sakit', 'pelayanan', 'vaksin', 'covid', 'masyarakat', 'dki', 'jakarta', 'berusia', 'pelayanan', 'vaksinasi', 'rscm', 'poliklinik', 'madya', 'rscm']","['rscm', 'jakarta', 'salah', 'rumah', 'sakit', 'layan', 'vaksin', 'covid', 'masyarakat', 'dki', 'jakarta', 'usia', 'layan', 'vaksinasi', 'rscm', 'poliklinik', 'madya', 'rscm']"
Untuk pendaftaran vaksin Covid-19 bagi warga usia 18 tahun ke atas di Jakarta dapat melalui aplikasi Peduli Lindungi atau link pendaftaran tempat vaksinasi.,1.0,untuk pendaftaran vaksin covid-19 bagi warga usia 18 tahun ke atas di jakarta dapat melalui aplikasi peduli lindungi atau link pendaftaran tempat vaksinasi.,untuk pendaftaran vaksin covid bagi warga usia tahun ke atas di jakarta dapat melalui aplikasi peduli lindungi atau link pendaftaran tempat vaksinasi,"['untuk', 'pendaftaran', 'vaksin', 'covid', 'bagi', 'warga', 'usia', 'tahun', 'ke', 'atas', 'di', 'jakarta', 'dapat', 'melalui', 'aplikasi', 'peduli', 'lindungi', 'atau', 'link', 'pendaftaran', 'tempat', 'vaksinasi']","['pendaftaran', 'vaksin', 'covid', 'warga', 'usia', 'jakarta', 'aplikasi', 'peduli', 'lindungi', 'link', 'pendaftaran', 'vaksinasi']","['daftar', 'vaksin', 'covid', 'warga', 'usia', 'jakarta', 'aplikasi', 'peduli', 'lindung', 'link', 'daftar', 'vaksinasi']"
Adapun vaksinasi dapat dilakukan di seluruh fasilitas vaksinasi DKI Jakarta.,1.0,adapun vaksinasi dapat dilakukan di seluruh fasilitas vaksinasi dki jakarta.,adapun vaksinasi dapat dilakukan di seluruh fasilitas vaksinasi dki jakarta,"['adapun', 'vaksinasi', 'dapat', 'dilakukan', 'di', 'seluruh', 'fasilitas', 'vaksinasi', 'dki', 'jakarta']","['vaksinasi', 'fasilitas', 'vaksinasi', 'dki', 'jakarta']","['vaksinasi', 'fasilitas', 'vaksinasi', 'dki', 'jakarta']"
Juru Bicara Vaksinasi Covid-19 Siti Nadia Tarmizi menegaskan bahwa tidak akan dipungut biaya apa pun dalam suntik vaksin Covid-19,1.0,juru bicara vaksinasi covid-19 siti nadia tarmizi menegaskan bahwa tidak akan dipungut biaya apa pun dalam suntik vaksin covid-19,juru bicara vaksinasi covid siti nadia tarmizi menegaskan bahwa tidak akan dipungut biaya apa pun dalam suntik vaksin covid,"['juru', 'bicara', 'vaksinasi', 'covid', 'siti', 'nadia', 'tarmizi', 'menegaskan', 'bahwa', 'tidak', 'akan', 'dipungut', 'biaya', 'apa', 'pun', 'dalam', 'suntik', 'vaksin', 'covid']","['juru', 'bicara', 'vaksinasi', 'covid', 'siti', 'nadia', 'tarmizi', 'dipungut', 'biaya', 'suntik', 'vaksin', 'covid']","['juru', 'bicara', 'vaksinasi', 'covid', 'siti', 'nadia', 'tarmizi', 'pungut', 'biaya', 'suntik', 'vaksin', 'covid']"
Masyarakat umum di DKI Jakarta berusia di atas 18 tahun dapat melakukan suntik vaksin Covid-19. Kementerian Kesehatan @KemenkesRI telah memberikan izin pelaksanaan vaksinasi virus corona tahap ke-3 dengan target masyarakat umum di DKI Jakarta.,1.0,masyarakat umum di dki jakarta berusia di atas 18 tahun dapat melakukan suntik vaksin covid-19. kementerian kesehatan @kemenkesri telah memberikan izin pelaksanaan vaksinasi virus corona tahap ke-3 dengan target masyarakat umum di dki jakarta.,masyarakat umum di dki jakarta berusia di atas tahun dapat melakukan suntik vaksin covid kementerian kesehatan telah memberikan izin pelaksanaan vaksinasi virus corona tahap ke dengan target masyarakat umum di dki jakarta,"['masyarakat', 'umum', 'di', 'dki', 'jakarta', 'berusia', 'di', 'atas', 'tahun', 'dapat', 'melakukan', 'suntik', 'vaksin', 'covid', 'kementerian', 'kesehatan', 'telah', 'memberikan', 'izin', 'pelaksanaan', 'vaksinasi', 'virus', 'corona', 'tahap', 'ke', 'dengan', 'target', 'masyarakat', 'umum', 'di', 'dki', 'jakarta']","['masyarakat', 'dki', 'jakarta', 'berusia', 'suntik', 'vaksin', 'covid', 'kementerian', 'kesehatan', 'izin', 'pelaksanaan', 'vaksinasi', 'virus', 'corona', 'tahap', 'target', 'masyarakat', 'dki', 'jakarta']","['masyarakat', 'dki', 'jakarta', 'usia', 'suntik', 'vaksin', 'covid', 'menteri', 'sehat', 'izin', 'laksana', 'vaksinasi', 'virus', 'corona', 'tahap', 'target', 'masyarakat', 'dki', 'jakarta']"
