tweets,label
Vaksinasi ini adalah satu daripada usaha kerajaan bagi membendung penularan virus COVID-19 dalam kalangan masyarakat.   Ia akan merangsang ketahanan anti-body terhadap risiko jangkitan virus. https://t.co/wmPbUEkVRO,
Forkopimda Kabupaten Mamuju Gelar Vaksinasi Massal https://t.co/8V9tAP60zV,1
TNI dan Polri Bakal Gelar Vaksinasi di 100 Titik di Seluruh Indonesia https://t.co/lBcNQBhM0b,1
Kegiatan vaksinasi yang sempat terhenti kini dilanjutkan dan dialihkan ke area gedung https://t.co/mJxfo86t9X,1
"Panglima TNI Marsekal TNI Dr. (H.C) Hadi Tjahjanto, S.I.P., bersama Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo meninjau langsung pelaksanaan vaksinasi terhadap 1.300 karyawan tekstil di Kudus, Jawa Tengah, Kamis (17/6/2021).   Foto: Polres Kudus https://t.co/aosEbFfhwX",1
Bhabinkamtibmas Bripka Sigit. AR melaksanakan kegiatan Monitoring pelaksanaan vaksinasi Covid-19 terhadap warga lansia di Desa Menduran Kec Brati. https://t.co/e0fERXyH0T,1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat https://t.co/utI9rX3laO",1
"PERCEPATAN VAKSINASI NASI KAPAU ""VAKSINASI JANGKAU PULAU"" POLSEK TANJUNGPINANG KOTA DI PULAU PENYENGAT, RABU (16/6/2021).  . 👮‍♂️👮‍♀️ @divisihumaspolri @humaspoldakepri https://t.co/kqlSQSGFiq",1
"Tinjau Vaksinasi di Bandung, Panglima dan Kapolri Berharap Program Vaksinasi Presiden 1 Juta 1 Hari Tercapai  https://t.co/mEvnF2R959",1
Kemenkes Bedakan Vaksinasi Gotong Royong dan Pemerintah https://t.co/d3aVKFIVWs,1
"Panglima TNI Marsekal TNI Dr. (H.C) Hadi Tjahjanto, S.I.P., bersama Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo meninjau langsung pelaksanaan vaksinasi terhadap 1.300 karyawan tekstil di Kudus, Jawa Tengah, Kamis (17/6/2021).   Foto: Polres Kudus https://t.co/BM6Lo8H5f2",1
"@Bonarpss @BogorDinkes Setelah vaksinasi Pelayan Publik dan Lansia, vaksin di Kota Bogor sudah masuk ketahap penyandang disabilitas dan pengguna KRL. Tadi pagi Presiden juga memantau vaksin di Stasiun Bogor kak. Nuhun  https://t.co/MkJiXZiYNZ",1
"Capaian program vaksinasi tahap I dan II hingga Kamis (16/6): 54,5 persen untuk dosis pertama dan baru 29,6 persen untuk dosis lengkap dari target 40.349.049 penerima. https://t.co/vBXPdBt9Iv",1
saat ini Desa Bojongkulur menjadi zona merah Covid-19. Vaksinasi yang digiatkan khusus untuk warga Desa Bojongkulur merupakan langkah untuk mengendalikan dan mengurangi pandemi,0
"Yang perlu jadi catatan adalah,vaksinasi yang dilaksanakan oleh Pemerintah Desa Bojongkulur, Dinas Kesehatan Kabupaten Bogor,dan Puskesmas Ciangsana di Desa Bojongkulur adalah khusus untuk warga Desa Bojongkulur",1
[VAKSINASI DESA BOJONGKULUR] [HARI KETIGA] . Wilujeng Wengi Wargi Bojongkulur . https://t.co/eStqY4VlIc,1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat  Panglima TNI Marsekal TNI Dr. (H.C) Hadi Tjahjanto, S.I.P., bersama Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/1url7DndGt., meninjau langsung pelaksanaan vaksinasi https://t.co/GmatUcVfa0",1
"@gnejaputri Belom, paling mungkin nih lewat program vaksinasi keluarga pegawai ITB tapi bru daftar online kmaren, gatau deh klo udh pisah KK masih keitung apa ngga",1
"Panglima TNI Marsekal TNI Dr. (H.C) Hadi Tjahjanto, S.I.P., bersama Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo meninjau langsung pelaksanaan vaksinasi terhadap 1.300 karyawan tekstil di Kudus, Jawa Tengah, Kamis (17/6/2021).   Foto: Polres Kudus https://t.co/YNt7xkhXe4",1
"Sebanyak 14% drpd 250,000 pekerja sektor pengangkutan udara, darat  laut telah menerima vaksin   Ia juga disetuju bahawa lapangan terbang, pelabuhan  depoh Prasarana akan digunakan sbg pusat2 vaksinasi industri  #MenangBersama #LindungDiriLindungSemua  https://t.co/Lp6N1FqzJw https://t.co/ePK3TkiRc1",1
@Endriyw Konyol si emang.. vaksinasi udh dibilang dibikin kontinue bukan sehari tapi seabrek...,0
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat  Panglima TNI Marsekal TNI Dr. (H.C) Hadi Tjahjanto, S.I.P., bersama Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/DFIFroPZjb., meninjau langsung pelaksanaan vaksinasi https://t.co/dcNWP5doWP",1
"""RM0 Pelan Pemulihan Negara-Lebih cepat kita capai kadar peratusan vaksinasi yang tinggi, lebih pantas ekonomi negara pulih seperti sediakala. #menangbersama ""  hmmm 30-march https://t.co/uYQ1Y9bnu5",
"Vaksinasi Covid-19 gelombang ke 4 tahap 1, Rumah Singgah Covid-19 Kabupaten Bengkayang. Pukul 10.00 WIB sampai dengan selesai. (17/6) #warondrugs #indonesiabersinar  #hani2021 https://t.co/wXjflJrsmp",1
"Panglima TNI Marsekal TNI Dr. (H.C) Hadi Tjahjanto, S.I.P., bersama Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/FGDPJWXtko., meninjau langsung pelaksanaan vaksinasi terhadap 1.300 karyawan tekstil di Kudus, Jawa Tengah, Kamis (17/6/2021). https://t.co/YtVZIc6jZP",1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat  Panglima TNI Marsekal TNI Dr. (H.C) Hadi Tjahjanto, S.I.P., bersama Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/hzqcRtvwWz., meninjau langsung pelaksanaan vaksinasi. https://t.co/l4ntTVUShB",1
@hendrarprihadi : Guru #PAUD Jadi Prioritas Vaksinasi #KlikRMOL  https://t.co/F0dZxN15I4,1
Gubernur Khofifah: Vaksinasi dan Prokes untuk Cegah Covid-19 https://t.co/YsFEHR6s72,1
Ayo vaksinasi... jangan takut,1
Vaksinasi penting untuk menekan penyebaran virus corona. https://t.co/7cWEZm6qGP,1
"Tenda vaksinasi di Stadion GBLA, Bandung, roboh akibat hujan angin disertai es. Namun vaksinasi tetap berlanjut di dalam ruangan. Dipastikan alat vaksinasi aman. #kumparanNEWS https://t.co/5XsnxluAgS",0
"belum lagi jadwal vaksinasi, pengen ngeluh tapi netijen pasti ngomong ""udah resiko kali, siapa suruh jadi nakes"" 🤣 bhaiiiiiqqqqq....",0
"@carlaindriana @anaks1ngkong Apapun vaksin nya, jangan takut di vaksinasi, utk mengurangi resiko diri kita menjadi subjek rentan dan penularan.",1
"@lalanakabupaten Hari minggu  senin besok jam 08.00-13.00 ada vaksinasi massal kak, bisa langsung ke stadion joyokusumo, persyaratannya cuma 18+, bawa KTP sama pakai masker sesuai prokes, gratis nggak ada biaya, barusan dapet info dari petugas puskesmas pati, semoga membantu kak 😊😊😊",1
OJK bersama kementrian kesehatan gelar program vaksinasi massal . . #VaksinPastiPulihkanRI https://t.co/6oghO0Eic9,1
Forkopimcam Pasekan Gencar Vaksinasi Masal https://t.co/CSj3UHuoOS,1
"This one too. Sebagai bahan pengetahuan mengenai mutasi jenis2 virus Corona. Biar org2 yg suka sebar2in berita propaganda menolak vaksinasi, pakai masker jadi semakin banyak pengetahuannya terkhusus mengenai Corona Virus dan pandemi Covid-19 ini. Ngga cuma asal ngomong aja. https://t.co/VNmw9RYGUz",1
Vaksinasi massal 10 ribu pelaku sektor jasa keuangan . . #VaksinPastiPulihkanRI https://t.co/tuQWHB1mNb,1
Vaksinasi massal 10 ribu pelaku sektor jasa keuangan . . #VaksinPastiPulihkanRI https://t.co/m07wX9gMSI,1
#BeritaTerkini Data Vaksinasi COVID-19 (Update per 17 Juni 2021)  Selengkapnya: https://t.co/OuXIvrsrQj,1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat  Panglima TNI Marsekal TNI Dr. (H.C) Hadi Tjahjanto, S.I.P., bersama Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/RBEniWdgew., meninjau langsung pelaksanaan vaksinasi https://t.co/eXuRHXg8PF",1
"@nuicemedia Minn @dinkesJKT kenapa pendaftaran vaksinasi saya masih ""belum terjadwal"" padahal sudah daftar milih tanggal dan submit? Thx in advance.",0
https://t.co/cqyJl8OYhB  Dinkes DKI Jakarta menyebut kepatuhan warganya dalam memakai masker turun menjadi 25 persen. Warga Jakarta pun diimbau untuk tidak lengah terhadap COVID-19.,0
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat  Panglima TNI Marsekal TNI  bersama Kapolri  meninjau langsung pelaksanaan vaksinasi terhadap 1.300 karyawan tekstil di Kudus, Jawa Tengah, Kamis (17/6/2021). https://t.co/iPTZhAMv8b",1
"Mending jangan nunda-nunda vaksinasi deh selagi bisa, daripada daripada... https://t.co/kGbAYxBvbR",1
Vaksinasi Massal di Polda Gorontalo Disambut Antusias Masyarakat  #VaksinasiMassal #PoldaGorontalo https://t.co/ciMLy1Wh7X,1
@Work_Party9 @Namaku_Mei Rumah Sakit Lapangan (Rumkitlap) Ancol dan Mal Artha Gading https://t.co/A7H0tqtjGv,1
Pada Hari Kamis Tanggal 17 Juni 2021 Bhabinkamtibmas Polsek Palipi Brigadir Herman Siahaan Melaksanakan Kegiatan Vaksinasi Covid 19 oleh Puskesmas Sitio-tio di Desa Janji Maria Kec. Sitio-tio Kab. Samosir. https://t.co/apkv0YRwuG,1
"Dukung Vaksinasi, Agnez Mo Bangun Klinik Gratis Vaksin COVID-19 https://t.co/Zf3vbqaXoP",1
Polres #Karanganyar Cek Pelaksanaan #Vaksinasi Lansia di Puskesmas #KlikRMOL  https://t.co/GF7rVS3g8Y,1
"Kita ingin ada percepatan di tempat yang interaksinya tinggi, yang mobilitasnya tinggi, baik itu stasiun kereta, terminal bus, airport, dan juga pelabuhan, karena di situlah kalau tidak kita segerakan akan terjadi penyebaran ungkap pak @jokowi  https://t.co/aPEUx2D0pq",1
@dayatia @oktariDY Kadrun menolak vaksin tapi panglimanya berbondong bondong vaksinasi,0
"Panglima TNI Marsekal TNI Dr. (H.C) Hadi Tjahjanto, S.I.P., bersama Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/dnKSCM6nnW., meninjau langsung pelaksanaan vaksinasi terhadap 1.300 karyawan tekstil di Kudus, Jawa Tengah, Kamis (17/6/2021). https://t.co/KH3vdPlDXF",1
Gebyar Vaksinasi Lansia di Desa Sirnarasa - Infodesaku - https://t.co/3GsOa4jaLe https://t.co/sSjRe4kz51,1
Vaksinasi turun lagi ke 290k sehari untuk dosis pertama. Total 394k suntikan hari ini. https://t.co/lHA8ouwVRv,0
GEBYAR VAKSINASI Mendukung Pencanganan 1 Juta Perhari Masyarakat Mengikuti https://t.co/x3wxqKA1H4,1
"@ditepilangit Day 3 Struggle Kemarin kasus covid DIY tembus 500 lebih, tertinggi dalam beberapa pekan ini. Kalau punya kesempatan untuk mendapatkan vaksinasi pergunakan dengan segera ya baik untuk menjaga diri sendiri maupun orang di sekitar kita.  #36x36project2021  #day3struggle https://t.co/btSeCB0C7C",0
"@dissydc Pengalaman sy vaksinasi di puskesmas terdekat di Cemput. Gampang bgt.Tinggal datang aja bawa KTP. Ambil nomor, antri, screaning, vaksin. Better datang pagi2 kalo mau dapat nomor awal2. Setiap hari. Jam 8.00 - 13.00. Vaksin: AZ. Kalo saya ga ada efek samping apapun setelah vaksin",1
Satgas TMMD Ke 111 Kodim 1501/Ternate Pantau Pelaksanaan Vaksinasi Masyarakat Moti https://t.co/xhP4l6N9s8,1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat. https://t.co/QvdMRZtxny",1
Babinsa Koramil 13/Ajibarang Antar Jemput Lansia Untuk Optimalkan Vaksinasi Covid-19 https://t.co/5bNjGrraqV,1
minbeks info dong yg buka vaksinasi untuk umum di daerah bekasi dan sekitarnya dimana @txtdrbekasi,1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat  Panglima TNI Marsekal TNI Dr. (H.C) Hadi Tjahjanto, S.I.P., bersama Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/nhMOpvRdoV., meninjau langsung pelaksanaan vaksinasi https://t.co/s7uCowQFwS",1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat  Panglima TNI Marsekal TNI Dr. (H.C) Hadi Tjahjanto, S.I.P., bersama Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/nhMOpvRdoV., meninjau langsung pelaksanaan vaksinasi https://t.co/BhWHo0SBHZ",1
Tak ada korban jiwa dalam insiden robohnya tenda vaksinasi massal di stadiun GBLA #kumparanNews https://t.co/eHwmnO8GL4,1
Wako Padang Tinjau Vaksinasi Covid 19 Perumda Air Minum Padang  https://t.co/suAz3a96Wk,1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat  Panglima TNI Marsekal TNI Dr. (H.C) Hadi Tjahjanto, S.I.P., bersama Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/nhMOpvRdoV., meninjau langsung pelaksanaan vaksinasi https://t.co/gIgU4LvuU8",1
Presiden Dorong Percepatan Vaksinasi di Daerah dengan Mobilitas Tinggi https://t.co/pBs23KnJrA,1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat  Panglima TNI Marsekal TNI Dr. (H.C) Hadi Tjahjanto, S.I.P., bersama Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/nhMOpvRdoV., meninjau langsung pelaksanaan vaksinasi https://t.co/TfOtwPkOyE",1
Depresi ngelihat komentar orang Indonesia terhadap Covid dan Vaksinasi. Emang orang yg kurang baca tuh jangan dikasih media sosial. Banyak omongnya. Mending diem saja :p Kasian nakes mau sampai kapan mereka ga bisa hidup normal.,0
"Polsek Gedebage Polrestabes Bandung Dalam Giat Pengamanan Serbuan Vaksinasi Massal di Kelurahan Rancanumpang Stadion GBLA Bandung Dengan Menerapkan Protokol Kesehatan, Kamis 16 Juni 2021.  Acara ini di hadiri oleh Kapolri, Panglima TNI, Kepala BNPB dan Menteri Kesehatan. https://t.co/k2jqe8nVYU",1
"Polsek Gedebage Polrestabes Bandung Dalam Giat Pengamanan Serbuan Vaksinasi Massal di Kelurahan Rancanumpang Stadion GBLA Bandung Dengan Menerapkan Protokol Kesehatan, Kamis 16 Juni 2021.  Acara ini di hadiri oleh Kapolri, Panglima TNI, Kepala BNPB dan Menteri Kesehatan. https://t.co/4HX8Mdu9ym",1
"@adearmando1 Bukan hanya artis hijrah  Ada baiknya orang² kaya negeri ini bikin sentral vaksinasi (versi mini) utk vaksinasi warga di lingkungannya  Kalau sudah punya tempat, mestinya tidak butuh biaya besar  Koordinasi saja dg puskesmas setempat",1
"Tinjau vaksinasi 1300 karyawan textile, Kapolri minta Tracing dan Testing diperketat https://t.co/6SxENp5FF3",1
115 Warga Masyarakat Desa Jayanti Kec. Palabuhanratu Kab. Sukabumj penerima Bansos BLT DD dilakukan Vaksinasi Covid 19 https://t.co/JzuQjNR3jm,1
"Polsek Gedebage Polrestabes Bandung Dalam Giat Pengamanan Serbuan Vaksinasi Massal di Kelurahan Rancanumpang Stadion GBLA Bandung Dengan Menerapkan Protokol Kesehatan, Kamis 16 Juni 2021.  Acara ini di hadiri oleh Kapolri, Panglima TNI, Kepala BNPB dan Menteri Kesehatan. https://t.co/ZVPeuuiMRp",1
115 Warga Masyarakat Desa Jayanti Kec. Palabuhanratu Kab. Sukabumj penerima Bansos BLT DD dilakukan Vaksinasi Covid 19 https://t.co/F72dKxDFHP,1
"""Harapan kita semua, program Vaksinasi Nasional 1 Juta per hari dapat terselenggara dengan baik,"" https://t.co/IpMkSolU8C",1
Baru tau kalo tadi ada vaksinasi massal di GBLA,1
"Respon Vaksinasi Covid19 Massal Polres Boyolali di Randusari Teras Boyolali, Kamis (17/7/2021).  #PolriPresisi #PolresBoyolaliPresisi #SinergitasTNIPolri #BoyolaliJagaJarak #BoyolaliBermasker #jangankasihkendor @divisihumaspolri @humas_poldajateng https://t.co/kUFu6qLYQV",1
"Kita harapkan tetap bekerja keras mempercepat program vaksinasi ini. Secepat-cepatnya target vaksinasi ini paling tidak di Kabupaten Bogor, bulan Agustus sudah tercapai kekebalan komunal,"" tandas Presiden. https://t.co/sWDJa4ADff",1
Jakarta Selatan mulai memberikan vaksinasi Covid-19 bagi warga di atas 18 tahun. https://t.co/hizvGrgcF3,1
"Saya kira terus dilanjutkan karena kita membutuhkan percepatan vaksinasi ini dalam rangka mencapai kekebalan komunal _(herd immunity)_ yang kita harapkan penyebaran Covid ini bisa kita hambat,"" jelas Presiden. https://t.co/1WZxqWmudZ",1
@jokowi Bagi pengangguran pak? Solusinya bagaimana? Masalahnya banyak yg nganggur dan beternak sapi kambing ataupun unggas. Apakah mereka juga bisa dapat undangan vaksinasi?,0
"Diterjang Badai, Tenda Vaksinasi Covid-19 di GBLA Porak Poranda, Penerima dan Petugas Vaksin Dievakuasi https://t.co/agnI9Y9qmf",0
"Presiden jg berbincang melalui konferensi video dg perwakilan dari tiga rumah sakit (RS) dan tiga Puskesmas yg mengadakan vaksinasi. Mereka adalah RS Permata Jonggol, RS EMC Sentul, RS Bina Husada, Puskesmas Cimandala, Puskesmas Citeureup, dan Puskesmas Karadenan. https://t.co/jLMk5I0Yvk",1
Fokus Penyampaian Maklumat : 📌 Pelanjutan pelaksanaan Perintah Kawalan Pergerakan (PKP) 3.0 'Total Lockdown' Fasa 1 sehingga 28 Jun 2021  📌 Trak Vaksinasi Bergerak MYMedic@Wilayah   📌 Program Imunisasi COVID-19 Kebangsaan  📌 Kempen Putuskan Rantaian COVID-19  #IOW https://t.co/VrJXWY2A2S,
"Panglima TNI Marsekal Hadi Tjahjanto bersama Kapolri Jenderal Listyo Sigit Prabowo meninjau langsung pelaksanaan vaksinasi terhadap 1.300 karyawan tekstil di Kudus, Jawa Tengah https://t.co/p6YczyJpCq https://t.co/2vwDpD8Zic",1
"Sasaran vaksinasi pada hari ini ditujukan untuk berbagai kalangan masyarakat, mulai dari kaum lanjut usia (lansia), pendidik, pedagang pasar, tokoh agama, pegawai pemerintah, pelayan publik, difabel, pelaku transportasi, hingga masyarakat rentan lainnya. https://t.co/zPNwl1XL6Q",1
Bukti kadar vaksinasi berjaya ditingkatkan ke kadar maksimum meskipun pada awalnya usaha berkenaan diragui pelbagai pihak.  #JomVaksin #HarakahDaily #KesedaranVaksin #VaccineAwareness https://t.co/Ah9NeAnoTq,
"Presiden Tinjau Vaksinasi bagi Masyarakat di Stadion Pakansari Bogor Presiden Joko Widodo meninjau vaksinasi bagi sekitar 5.000 masyarakat di Stadion Pakansari, Cibinong, Kabupaten Bogor, Jawa Barat, pada Kamis, 17 Juni 2021. https://t.co/2eP5BIqIoZ",1
"Dukung Pemkab, RAPP Perusahaan Pertama di Kuansing Melakukan Vaksinasi Covid-19 https://t.co/BEMPIeJkf7 https://t.co/jrESePKCSD",1
"Dukung Pemkab, RAPP Perusahaan Pertama di Kuansing Melakukan Vaksinasi Covid-19 https://t.co/glRq1J8iIB",1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat https://t.co/W7dZByQeYn https://t.co/0ahkimmd51",1
Pemerintah Datangkan Satu juta Dosis Vaksin Sinopharm untuk Program Vaksinasi Gotong Royong https://t.co/peXENZNYBB @KemenkesRI @BNPB_Indonesia @ChinaSinopharm @PerekonomianRI,1
Ws! Aku mahasiswi luar pulau yang stay semarang. Mau nanya untuk vaksinasi yang bukan penduduk semarang udah bisa atau belum?,1
"Mari bersama lawan virus Covid-19 dengan melakukan vaksinasi dan melakukan protokol kesehatan ketika beraktivitas di luar rumah dan ingat selalu 5M ya, Sob!  #gprkominfo #vaksinitubaik #COVID19 #ingat5M #waspadacovid19",1
"Panik gak? ENGGA DONG. Jika kerabat atau kamu merupakan salah satu yang mengalami Kejadian Ikutan Pasca Imunisasi (KIPI) setelah vaksinasi, yang utama adalah tetap tenang dan jangan panik ya, SobatKom.",1
"Presiden @jokowi meminta agar vaksinasi di tempat dengan mobilitas dan interaksi tinggi dipercepat. Tempat-tempat publik seperti stasiun kereta api, terminal bus, bandara, hingga pelabuhan harus menjadi prioritas.  #indonesiaMaju https://t.co/Lm3rswjSJt",1
sensasi buru-buruan dan hoki-hokian daftar vaksinasi buat warga DKI Jakarta itu.. serasa lagi heboh-hebohan ngisi KRS ya,1
"Akang @PRFMnews @infobdg @mapaybandungcom , mau tanya apa betul ad vaksinasi covid di Klinik Secapa AD Hegarmanah? Jika ad persyaratannya apa saja ya?",1
"Rapat Koordinasi dalam rangka percepatan Program Vaksinasi Covid-19 di Kabupaten Banjar yang dipimpin Wakapolres Banjar bertempat di Aula Tribrata Polres Banjar, Kamis (17/6/2021).  #polresbanjar #poldakalsel #humaspolresbanjar #zonaintegritas #wbk #wbbm #responsvaksinasi https://t.co/9zz6OmHAwx",1
@dagangseblak Ada vaksinasi buat dibawah 18 taun ga?? Yg mandiri jg gpp klo ada,1
"Muspika Kecamatan Kemalang pada Hari Kamis, 17 Juni 2021, melaksanakan pengecekan giat Vaksinasi Gel 1 Tahap II untuk  Petugas Pelayanan Publik yang bertempat di Kantor Balai Desa Tlogowatu, Kec.Kemalang, Klaten. https://t.co/w3an3pZM6a",1
Vaksinasi is the only way to back to normal.. masalahnya org nak vaksin ade tp slot takde..,0
Petugas Patroli Sambung ....tuju hal  sekitar Pemdes Bojong Kec Kawunganten dlm giat Vaksinasi  woro Woro dan himbauan  Kamtibmas ke Masy  spy patuhi dan terapkan  Prokes srt cegah Kerawanan siang. #poldajateng  #polrescilacap  #humasrescilacap #polisijogowargo https://t.co/Vop8dxiXT6,1
Rais Syuriyah PCNU Cianjur: Vaksinasi Ikhtiar Kolektif Atasi Pandemi Covid-19  https://t.co/5w8WvymmTE,1
"gaes, ada yang mau nanya seputar vaksinasi ga? :((  *reply yang serius yaa plis :((",1
Vaksinasi Covid-19 Lansia di Bali Mencapai 93 Persen https://t.co/1g6Bhh9htc,1
"DKI Jakarta Zona Merah, Dokter Senior Rutan Sosialisasikan Pentingnya Vaksin Kepada Warga Binaan   Kamis (17/06), Kepala Subsie Administrasi dan Perawatan, Gaffar Waliyondi dan Dokter Senior, dr.Yusman mengadakan sosialisasi terkait pelaksanaan vaksinasi untuk mencegah COVID-19 https://t.co/OcWnwl1rQQ",0
"@sdenta Bukan berminat lagi dok, tp smp berburu vaksin. Cari info dimana ada vaksinasi dan daftar. Alhamdulillah sdh dapat👍",1
"Cek Vaksinasi, Panglima TNI dan Kapolri Kunjungi Tiga Daerah Rawan Covid-19 https://t.co/7dPUogtdSH",1
Ga ada gtu ya sistem vaksinasi yg ga bikin kerumunan?,0
@Namaku_Mei @ganjarpranowo Vaksinasi utk lansia,1
"Tinjau Vaksinasi di Bandung, Panglima-Kapolri Harap Program Vaksinasi Presiden 1 Juta 1 Hari Tercapai https://t.co/MyfvNcyTm3",1
Lansia Desa Wonoroto Lakukan Vaksinasi Cegah Covid-19 https://t.co/TJFnPjNIAl,1
Kanit Intel Polsek Widasari bersama Babinsa Koramil 1606/Bangodua lakukan Monitoring Giat Vaksinasi Covid-19 Tahap I terhadap Pra LANSIA dan LANSIA serta Pendidik dan Tenaga Kependidikan diwilayah Kecamatan Widasari. https://t.co/xG2IzyWNIV,1
